time, type, dataflowid, value, cost, f, maxOutDataRate, currentOutDataRate, omega
180.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 10.166666666666666, 4.111111111111111, 0.2481481481481482, 
360.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.0, 0.40000000000000013, 
540.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.0, 0.40000000000000013, 
720.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.111111111111111, 0.4074074074074076, 
900.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.0, 0.40000000000000013, 
1080.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.166666666666666, 6.166666666666667, 0.40740740740740744, 
1260.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.5, 0.4333333333333334, 
1440.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.166666666666666, 6.555555555555555, 0.43209876543209885, 
1620.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.166666666666666, 6.555555555555555, 0.43271604938271613, 
1800.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.0, 0.40000000000000013, 
1980.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.333333333333334, 6.111111111111111, 0.3987654320987655, 
2160.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.166666666666666, 6.222222222222222, 0.4104938271604939, 
2340.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.166666666666667, 0.41111111111111126, 
2520.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.5, 0.4333333333333334, 
2700.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.0, 0.40000000000000013, 
2880.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.444444444444445, 0.42962962962962975, 
3060.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.166666666666666, 6.166666666666667, 0.4067901234567903, 
3240.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.0, 0.40000000000000013, 
3420.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.111111111111111, 0.40740740740740755, 
3600.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.0, 0.40000000000000013, 
3780.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 2.0, 0.8032499954104424, 15.166666666666666, 6.111111111111111, 0.4030864197530865, 
3960.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 2.0, 0.8032499954104424, 15.0, 6.5, 0.43333333333333346, 
4140.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 2.0, 0.8032499954104424, 15.0, 6.0, 0.40000000000000013, 
4320.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 2.0, 0.8032499954104424, 15.0, 6.5, 0.4333333333333334, 
4500.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 2.0, 0.8032499954104424, 15.0, 6.111111111111111, 0.40740740740740755, 
4680.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 2.0, 0.8032499954104424, 15.0, 6.0, 0.40000000000000013, 
4860.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 2.0, 0.8032499954104424, 15.0, 6.0, 0.40000000000000013, 
5040.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 2.0, 0.8032499954104424, 15.166666666666666, 6.0, 0.39629629629629637, 
5220.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 2.0, 0.8032499954104424, 15.0, 4.722222222222222, 0.31481481481481477, 
5400.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 2.0, 0.8032499954104424, 15.0, 4.277777777777778, 0.28518518518518515, 
5580.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 2.0, 0.8032499954104424, 15.0, 4.166666666666667, 0.2777777777777778, 
5760.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 2.0, 0.8032499954104424, 15.0, 4.166666666666667, 0.2777777777777778, 
5940.0, COORD, 200a8209-c541-484d-9692-cfce74acec21, 0.8324999958276749, 2.0, 0.8032499954104424, 15.166666666666666, 3.5, 0.230246913580247, 
