time, type, dataflowid, value, cost, f, maxOutDataRate, currentOutDataRate, omega,,
7020, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,19,0.597124996,152,50,0.330687831,0.328947368,0.716666667
7200, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,19,0.597124996,150.6666667,50.27777778,0.335097002,0.333702065,0.716666667
7380, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,146.6666667,50,0.341710758,0.340909091,0.6375
7560, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,154.6666667,50.27777778,0.326829806,0.325071839,0.6375
7740, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,150.6666667,50,0.333443563,0.331858407,0.6375
7920, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,149.3333333,50.27777778,0.337852734,0.336681548,0.6375
8100, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,154.6666667,50,0.325176367,0.323275862,0.6375
8280, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,152,50.27777778,0.33234127,0.330774854,0.6375
8460, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,150.6666667,50.55555556,0.337301587,0.335545723,0.6375
8640, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,150.6666667,50.55555556,0.336750441,0.335545723,0.6375
8820, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,152,47.38888889,0.313767637,0.311769006,0.6375
9000, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,141.3333333,48.61111111,0.344907407,0.343946541,0.6375
9180, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,149.3333333,48.61111111,0.326554233,0.325520833,0.6375
9360, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,148,50.83333333,0.34529321,0.343468468,0.6375
9540, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,149.3333333,50.27777778,0.337852734,0.336681548,0.6375
9720, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,145.3333333,45.5,0.31547619,0.313073394,0.6375
9900, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,152,45.83333333,0.302579365,0.301535088,0.6375
