time, type, dataflowid, value, cost, f, maxOutDataRate, currentOutDataRate, omega
180.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 10.5, 4.5, 0.2623456790123457, 
360.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 15.166666666666666, 6.666666666666667, 0.5365520282186951, 
540.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 16.5, 6.666666666666667, 0.4617063492063492, 
720.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 15.833333333333334, 6.777777777777778, 0.5678791887125223, 
900.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 17.333333333333332, 6.666666666666667, 0.5217666078777191, 
1080.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 16.0, 6.666666666666667, 0.4705246913580246, 
1260.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 12.166666666666666, 6.666666666666667, 0.6987654320987656, 
1440.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 15.0, 6.722222222222222, 0.5658436213991771, 
1620.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 15.666666666666666, 6.722222222222222, 0.5539682539682541, 
1800.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 13.166666666666666, 6.666666666666667, 0.5654320987654322, 
1980.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 16.5, 6.722222222222222, 0.43639770723104054, 
2160.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 16.833333333333332, 6.666666666666667, 0.43300264550264556, 
2340.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 15.166666666666666, 6.666666666666667, 0.4958112874779542, 
2520.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 12.833333333333334, 6.666666666666667, 0.6867577895355674, 
2700.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 15.666666666666666, 6.666666666666667, 0.5156966490299824, 
2880.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 14.666666666666666, 6.611111111111111, 0.609567901234568, 
3060.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 17.333333333333332, 6.722222222222222, 0.4117283950617284, 
3240.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 15.166666666666666, 6.722222222222222, 0.5410493827160495, 
3420.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 14.333333333333334, 6.666666666666667, 0.6033730158730158, 
3600.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 1.0, 0.8178749956190586, 14.166666666666666, 6.666666666666667, 0.5742283950617284, 
3780.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 2.0, 0.8032499954104424, 14.0, 6.666666666666667, 0.524514991181658, 
3960.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 2.0, 0.8032499954104424, 14.333333333333334, 6.611111111111111, 0.5232804232804233, 
4140.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 2.0, 0.8032499954104424, 13.333333333333334, 6.666666666666667, 0.6820987654320988, 
4320.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 2.0, 0.8032499954104424, 15.5, 6.722222222222222, 0.5142489711934156, 
4500.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 2.0, 0.8032499954104424, 13.833333333333334, 6.722222222222222, 0.5910493827160495, 
4680.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 2.0, 0.8032499954104424, 16.5, 6.666666666666667, 0.5573927101704882, 
4860.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 2.0, 0.8032499954104424, 15.166666666666666, 6.666666666666667, 0.5904614932392711, 
5040.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 2.0, 0.8032499954104424, 15.666666666666666, 6.666666666666667, 0.5330026455026456, 
5220.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 2.0, 0.8032499954104424, 11.333333333333334, 6.611111111111111, 0.672530864197531, 
5400.0, COORD, 71c029ef-c46b-42fb-bd52-626f70bd6bfc, 0.8324999958276749, 2.0, 0.8032499954104424, 14.666666666666666, 6.722222222222222, 0.6114491475602586, 
