time, type, dataflowid, value, cost, f, maxOutDataRate, currentOutDataRate, omega
180.0, COORD, 9a52674b-addb-45fd-86e4-f736007e4830, 0.8324999958276749, 4.0, 0.7739999949932098, 39.333333333333336, 13.11111111111111, 0.20370370370370372, 
360.0, COORD, 9a52674b-addb-45fd-86e4-f736007e4830, 0.8324999958276749, 4.0, 0.7739999949932098, 61.833333333333336, 20.0, 0.3446473670959296, 
540.0, COORD, 9a52674b-addb-45fd-86e4-f736007e4830, 0.8324999958276749, 4.0, 0.7739999949932098, 60.0, 20.0, 0.3722003029334657, 
720.0, COORD, 9a52674b-addb-45fd-86e4-f736007e4830, 0.8324999958276749, 4.0, 0.7739999949932098, 61.166666666666664, 20.22222222222222, 0.3617275862723229, 
900.0, COORD, 9a52674b-addb-45fd-86e4-f736007e4830, 0.8324999958276749, 4.0, 0.7739999949932098, 54.0, 20.0, 0.39468380275614695, 
1080.0, COORD, 9a52674b-addb-45fd-86e4-f736007e4830, 0.8324999958276749, 4.0, 0.7739999949932098, 58.666666666666664, 20.22222222222222, 0.38468982915864003, 
1260.0, COORD, 9a52674b-addb-45fd-86e4-f736007e4830, 0.8324999958276749, 4.0, 0.7739999949932098, 54.333333333333336, 20.0, 0.4365600832478978, 
1440.0, COORD, 9a52674b-addb-45fd-86e4-f736007e4830, 0.8324999958276749, 4.0, 0.7739999949932098, 55.666666666666664, 20.11111111111111, 0.3800042099861876, 
1620.0, COORD, 9a52674b-addb-45fd-86e4-f736007e4830, 0.8324999958276749, 4.0, 0.7739999949932098, 58.333333333333336, 20.11111111111111, 0.3787793330662247, 
1800.0, COORD, 9a52674b-addb-45fd-86e4-f736007e4830, 0.8324999958276749, 4.0, 0.7739999949932098, 59.666666666666664, 20.0, 0.3495990956559026, 
1980.0, COORD, 9a52674b-addb-45fd-86e4-f736007e4830, 0.8324999958276749, 4.0, 0.7739999949932098, 63.333333333333336, 20.22222222222222, 0.33728373640654347, 
