time, type, dataflowid, value, cost, f, maxOutDataRate, currentOutDataRate, omega
180.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.875, 0.5, 0.8676874998956918, 10.5, 3.9444444444444446, 0.2308641975308642, 
360.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.875, 0.5, 0.8676874998956918, 16.833333333333332, 6.555555555555555, 0.43743386243386245, 
540.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.875, 0.5, 0.8676874998956918, 15.666666666666666, 6.666666666666667, 0.5689153439153439, 
720.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.875, 0.5, 0.8676874998956918, 15.833333333333334, 6.722222222222222, 0.5111111111111112, 
900.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.875, 0.5, 0.8676874998956918, 17.0, 6.611111111111111, 0.43668430335096997, 
1080.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.875, 7.5, 0.7653124984353781, 17.0, 14.944444444444445, 1.0095825984714872, 
1260.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.875, 7.5, 0.7653124984353781, 16.833333333333332, 20.0, 1.2915931804820693, 
1440.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 7.5, 0.6903124954551458, 23.333333333333332, 20.11111111111111, 0.8933333333333332, 
1620.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 7.5, 0.6903124954551458, 24.72222222222222, 20.11111111111111, 0.9026455026455026, 
1800.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 7.5, 0.6903124954551458, 26.944444444444443, 20.0, 0.8066137566137566, 
1980.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 7.5, 0.6903124954551458, 26.666666666666668, 20.22222222222222, 0.8026455026455026, 
2160.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 7.5, 0.6903124954551458, 26.666666666666668, 20.11111111111111, 0.835978835978836, 
2340.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 7.5, 0.6903124954551458, 27.77777777777778, 20.0, 0.7634920634920636, 
2520.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 7.5, 0.6903124954551458, 23.61111111111111, 20.11111111111111, 0.9123809523809524, 
2700.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 7.5, 0.6903124954551458, 23.055555555555557, 20.0, 1.0058201058201057, 
2880.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 7.5, 0.6903124954551458, 24.72222222222222, 10.0, 0.46155202821869484, 
3060.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 7.5, 0.6903124954551458, 23.61111111111111, 10.055555555555555, 0.4732804232804233, 
3240.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 7.5, 0.6903124954551458, 24.444444444444443, 10.0, 0.43544973544973553, 
3420.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 7.5, 0.6903124954551458, 26.11111111111111, 10.055555555555555, 0.41904761904761906, 
3600.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 7.5, 0.6903124954551458, 23.055555555555557, 10.0, 0.47354497354497366, 
3780.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 8.0, 0.6829999953508377, 24.72222222222222, 19.555555555555557, 0.8746031746031746, 
3960.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 8.0, 0.6829999953508377, 24.72222222222222, 20.0, 0.964021164021164, 
4140.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 8.0, 0.6829999953508377, 24.444444444444443, 20.0, 0.8634920634920635, 
4320.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 8.0, 0.6829999953508377, 26.944444444444443, 20.11111111111111, 0.8023280423280424, 
4500.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 8.0, 0.6829999953508377, 21.944444444444443, 20.0, 1.25978835978836, 
4680.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 15.0, 0.5806249938905239, 26.11111111111111, 10.055555555555555, 0.4161375661375662, 
4860.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 15.0, 0.5806249938905239, 27.77777777777778, 10.0, 0.380026455026455, 
5040.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.7999999970197678, 15.0, 0.5806249938905239, 29.166666666666668, 10.055555555555555, 0.3748677248677248, 
5220.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.8324999958276749, 15.0, 0.613124992698431, 14.833333333333334, 10.0, 0.7658730158730157, 
5400.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.8324999958276749, 15.0, 0.613124992698431, 15.333333333333334, 10.055555555555555, 0.669753086419753, 
5580.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.8324999958276749, 15.0, 0.613124992698431, 15.0, 10.0, 0.7242063492063493, 
5760.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.8324999958276749, 15.0, 0.613124992698431, 17.166666666666668, 10.0, 0.6106701940035273, 
5940.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.8324999958276749, 15.0, 0.613124992698431, 14.5, 10.055555555555555, 0.7861552028218695, 
6120.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.8324999958276749, 15.0, 0.613124992698431, 15.166666666666666, 10.0, 0.7444885361552029, 
6300.0, COORD, 3ef93fa8-92e0-47c3-a322-295bfb687941, 0.8324999958276749, 15.0, 0.613124992698431, 15.333333333333334, 7.0, 0.4682098765432097, 
